BOM,Package,Device ID,Device Name,Provider Name,Manufacturer Name,Class Name,Extension ID,Version,Date
200.0.1.0,qclistensm_swc8180.cab,SWC\VEN_QCOM&DEV_QCListenSoundModel&PLAT_8180,"Qualcomm(R) Aqstic(TM)","Qualcomm Technologies, Inc.","QUALCOMM",SoftwareComponent,,1.0.0710.0000,08/02/2019
200.0.1.0,qcltecoexmgr8180.cab,ACPI\QCOM045F,"Qualcomm(R) Data Device","Qualcomm, Inc.","Qualcomm, Inc.",SYSTEM,,1.0.1020.0000,03/06/2020
200.0.1.0,qcpdsr.cab,ACPI\QCOM047C,"Qualcomm(R) System Manager Device","Qualcomm Incorporated","Qualcomm Incorporated",SYSTEM,,1.0.1020.0000,03/06/2020
200.0.1.0,qcpil8180.cab,ACPI\QCOM041B,"Qualcomm(R) Peripheral Image Loader Device","Qualcomm Incorporated","Qualcomm Incorporated",System,,1.0.1590.0000,06/25/2021
200.0.1.0,qcpmic8180.cab,ACPI\QCOM042E,"Qualcomm(R) Power Management","Qualcomm Inc.","Qualcomm Inc.",System,,1.0.0980.0000,02/06/2020
200.0.1.0,qcpmicapps8180.cab,ACPI\QCOM042F,"Qualcomm(R) Power Management","Qualcomm Inc.","Qualcomm Inc.",System,,1.0.1040.0000,03/20/2020
200.0.1.0,qcpmicapps8180.cab,ACPI\VEN_QCOM&DEV_042F,"Qualcomm(R) Power Management","Qualcomm Inc.","Qualcomm Inc.",System,,1.0.1040.0000,03/20/2020
200.0.1.0,qcppx8180.cab,ACPI\QCOM04A2,"Qualcomm(R) Power Management","Qualcomm Inc.","(Standard system devices)",System,,1.0.1060.0000,04/03/2020
200.0.1.0,qcremotefs8180.cab,ACPI\QCOM0417,"Qualcomm(R) Memory and File System Device","Qualcomm Inc.","Qualcomm Inc.",System,,1.0.1040.0000,03/20/2020
200.0.1.0,qcrpen8180.cab,ACPI\QCOM0433,"Qualcomm(R) System Manager Device","Qualcomm Incorporated","Qualcomm Incorporated",System,,1.0.1040.0000,03/20/2020
200.0.1.0,qcscm8180.cab,ACPI\QCOM040B,"Qualcomm(R) System Manager Device","Qualcomm Inc.","Qualcomm Inc.",SYSTEM,,1.0.1040.0000,03/20/2020
200.0.1.0,qcslimbus8180.cab,ADSP\QCOM0410,"Qualcomm(R) Bus Device","Qualcomm Inc.","Qualcomm Inc.",SYSTEM,,1.0.1020.0000,03/06/2020
200.0.1.0,qcsmmu8180.cab,ACPI\VEN_QCOM&DEV_0409&REV_0001,"Qualcomm(R) Memory and File System Device","Qualcomm Inc.","Qualcomm Inc.",System,,1.0.1040.0000,03/20/2020
200.0.1.0,qcsmmu8180.cab,ACPI\VEN_QCOM&DEV_0409&REV_0002,"Qualcomm(R) Memory and File System Device","Qualcomm Inc.","Qualcomm Inc.",System,,1.0.1040.0000,03/20/2020
200.0.1.0,qcsocpartition.cab,ACPI\QCOM04AA,"Qualcomm(R) SOC Partition Interface Device","Qualcomm Technologies Inc.","Qualcomm Technologies Inc.",SYSTEM,,1.0.1360.0000,11/10/2020
200.0.1.0,qcspmi8180.cab,ACPI\QCOM040C,"Qualcomm(R) Bus Device","Qualcomm Inc.","Qualcomm Inc.",SYSTEM,,1.0.1040.0000,03/20/2020
200.0.1.0,qcsyscache8180.cab,ACPI\VEN_QCOM&DEV_048C&REV_0001,"Qualcomm(R) Memory and File System Device","Qualcomm Inc.","Qualcomm Inc.",System,,1.0.1040.0000,03/20/2020
200.0.1.0,qcsyscache8180.cab,ACPI\VEN_QCOM&DEV_048C&REV_0002,"Qualcomm(R) Memory and File System Device","Qualcomm Inc.","Qualcomm Inc.",System,,1.0.1040.0000,03/20/2020
200.0.1.0,qctftpkmdf.cab,ACPI\QCOM048B,"Qualcomm(R) Data Device","Qualcomm Technologies, Incorporated","Qualcomm Technologies, Incorporated",SYSTEM,,1.0.0710.0000,08/02/2019
200.0.1.0,qcwlan8180.cab,QCMS\VEN_QCOM&DEV_042B,"Qualcomm(R) Wi-Fi B/G/N/AC (2x2) Svc","Qualcomm Inc","Qualcomm Inc",Net,,1.0.1540.0000,04/21/2021
200.0.1.0,qcwlan8180.cab,QCMS\VEN_QCOM&DEV_042B&SUBSYS_CDPA8180,"Qualcomm(R) Wi-Fi B/G/N/AC (2x2) Svc","Qualcomm Inc","Qualcomm Inc",Net,,1.0.1540.0000,04/21/2021
